#cassette	component type or tool_uses	tool or CV term	pub_curies	internal_note	where tool data came from
FBti0167947_cas	tagged_with	FBto0000027	FBrf0225747		TOOL DATA from: FBal0302198
FBti0209855_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209855_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209855_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355684
FBti0209855_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355684
FBti0209855_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355988
FBti0209856_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209856_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209856_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355685
FBti0209856_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355685
FBti0209856_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355989
FBti0209857_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0209857_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0209857_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355686
FBti0209857_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355686
FBti0209857_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355881
FBti0209858_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209858_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209858_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355687
FBti0209858_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355687
FBti0209858_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355990
FBti0209859_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0209859_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0209859_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355688
FBti0209859_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355688
FBti0209859_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355882
FBti0209860_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209860_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209860_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355689
FBti0209860_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355689
FBti0209860_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355991
FBti0209861_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209861_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209861_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355690
FBti0209861_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355690
FBti0209861_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355992
FBti0209862_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0209862_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0209862_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355691
FBti0209862_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355691
FBti0209862_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355883
FBti0209863_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209863_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209863_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355692
FBti0209863_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355692
FBti0209863_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355993
FBti0209864_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209864_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209864_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355693
FBti0209864_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355693
FBti0209864_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355994
FBti0209865_cas	encodes_tool	FBto0000155			TOOL DATA from: FBtp0128006
FBti0209865_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128006
FBti0209865_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355694
FBti0209865_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355694
FBti0209865_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355884
FBti0209866_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209866_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209866_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355695
FBti0209866_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355695
FBti0209866_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355995
FBti0209867_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0209867_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0209867_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355696
FBti0209867_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355696
FBti0209867_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355885
FBti0209868_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209868_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209868_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355697
FBti0209868_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355697
FBti0209868_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355996
FBti0209869_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209869_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209869_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355698
FBti0209869_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355698
FBti0209869_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355997
FBti0209870_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209870_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209870_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355699
FBti0209870_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355699
FBti0209870_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355998
FBti0209871_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0209871_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0209871_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355700
FBti0209871_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355700
FBti0209871_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355886
FBti0209872_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209872_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209872_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355701
FBti0209872_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355701
FBti0209872_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355999
FBti0209873_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0209873_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0209873_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355702
FBti0209873_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355702
FBti0209873_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355887
FBti0209874_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209874_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209874_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355703
FBti0209874_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355703
FBti0209874_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355957
FBti0209875_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209875_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209875_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355704
FBti0209875_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355704
FBti0209875_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355958
FBti0209876_cas	encodes_tool	FBto0000155			TOOL DATA from: FBtp0128006
FBti0209876_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128006
FBti0209876_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355705
FBti0209876_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355705
FBti0209876_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355888
FBti0209877_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0209877_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0209877_cas	carries_tool	FBto0000349	FBrf0241737		TOOL DATA from: FBal0355706
FBti0209877_cas	carries_tool	FBto0000356	FBrf0241737		TOOL DATA from: FBal0355706
FBti0209877_cas	carries_tool	FBto0000349	FBrf0241737		TOOL DATA from: FBal0355954
FBti0209877_cas	carries_tool	FBto0000356	FBrf0241737		TOOL DATA from: FBal0355954
FBti0209880_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0209880_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0209880_cas	carries_tool	FBto0000349	FBrf0241737		TOOL DATA from: FBal0355709
FBti0209880_cas	carries_tool	FBto0000356	FBrf0241737		TOOL DATA from: FBal0355709
FBti0209880_cas	carries_tool	FBto0000349	FBrf0241737		TOOL DATA from: FBal0355955
FBti0209880_cas	carries_tool	FBto0000356	FBrf0241737		TOOL DATA from: FBal0355955
FBti0209881_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209881_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209881_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355710
FBti0209881_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355710
FBti0209881_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356000
FBti0209882_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0209882_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0209882_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355711
FBti0209882_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355711
FBti0209882_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355889
FBti0209883_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209883_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209883_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355712
FBti0209883_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355712
FBti0209883_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356001
FBti0209884_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0209884_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0209885_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209885_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209885_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355714
FBti0209885_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355714
FBti0209885_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356002
FBti0209886_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0209886_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0209886_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355715
FBti0209886_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355715
FBti0209886_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355890
FBti0209887_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0209887_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0209887_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355716
FBti0209887_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355716
FBti0209887_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355891
FBti0209888_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209888_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209888_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355717
FBti0209888_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355717
FBti0209888_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356003
FBti0209889_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209889_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209889_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355718
FBti0209889_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355718
FBti0209889_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356004
FBti0209890_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0209890_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0209890_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355719
FBti0209890_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355719
FBti0209890_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355892
FBti0209891_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209891_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209891_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355720
FBti0209891_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355720
FBti0209891_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356005
FBti0209892_cas	encodes_tool	FBto0000155			TOOL DATA from: FBtp0128006
FBti0209892_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128006
FBti0209892_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355721
FBti0209892_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355721
FBti0209892_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355893
FBti0209893_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209893_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209893_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355722
FBti0209893_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355722
FBti0209893_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356006
FBti0209894_cas	encodes_tool	FBto0000155			TOOL DATA from: FBtp0128006
FBti0209894_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128006
FBti0209894_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355723
FBti0209894_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355723
FBti0209894_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355894
FBti0209895_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209895_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209895_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355724
FBti0209895_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355724
FBti0209895_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356007
FBti0209896_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209896_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209896_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355725
FBti0209896_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355725
FBti0209896_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356008
FBti0209897_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0209897_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0209897_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355726
FBti0209897_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355726
FBti0209897_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355895
FBti0209898_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209898_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209898_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355727
FBti0209898_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355727
FBti0209898_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356009
FBti0209899_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0209899_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0209899_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355728
FBti0209899_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355728
FBti0209899_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355896
FBti0209900_cas	encodes_tool	FBto0000155			TOOL DATA from: FBtp0128006
FBti0209900_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128006
FBti0209900_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355729
FBti0209900_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355729
FBti0209900_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355897
FBti0209901_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209901_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209901_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355730
FBti0209901_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355730
FBti0209901_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356010
FBti0209902_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209902_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209902_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355731
FBti0209902_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355731
FBti0209902_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356011
FBti0209903_cas	encodes_tool	FBto0000155			TOOL DATA from: FBtp0128006
FBti0209903_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128006
FBti0209903_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355732
FBti0209903_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355732
FBti0209903_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355898
FBti0209904_cas	encodes_tool	FBto0000155			TOOL DATA from: FBtp0128006
FBti0209904_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128006
FBti0209904_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355733
FBti0209904_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355733
FBti0209904_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355899
FBti0209905_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209905_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209905_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355734
FBti0209905_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355734
FBti0209905_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356012
FBti0209906_cas	encodes_tool	FBto0000155			TOOL DATA from: FBtp0128006
FBti0209906_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128006
FBti0209906_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355735
FBti0209906_cas	tagged_with	FBto0000093	FBrf0243924		TOOL DATA from: FBal0355735
FBti0209906_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355900
FBti0209907_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209907_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209907_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355736
FBti0209907_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355736
FBti0209907_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356013
FBti0209908_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209908_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209908_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355737
FBti0209908_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355737
FBti0209908_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356014
FBti0209909_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209909_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209909_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355738
FBti0209909_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355738
FBti0209909_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0356015
FBti0209910_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0209910_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0209910_cas	carries_tool	FBto0000349	FBrf0243924		TOOL DATA from: FBal0355739
FBti0209910_cas	tagged_with	FBto0000079	FBrf0243924		TOOL DATA from: FBal0355739
